term,category,found,first_occurrence_only
"p < .001
- Racial/ethnic heterogeneity for adults: b = 0.0085",statistical,FALSE,FALSE
"0.35 (Model 2)
- Repeat offending hypothesis: 12.72 (Model 1)",statistical,FALSE,FALSE
"increase by 0.7% for every 10 m^2
- Intersections: OR = 0.473",statistical,FALSE,FALSE
"845.3
- Statistically significant positive effects for first-",statistical,FALSE,FALSE
which involves selecting a specific house to commit the crime.,other,FALSE,FALSE
Inability of Google Street View to capture isolated properties,other,FALSE,FALSE
but they do not explicitly address MAUP or ecological fallacy.,other,FALSE,FALSE
Statistical publication of the municipality of The Hague (DSO,crime_related,FALSE,FALSE
Pseudo R-squared values for both models are greater than 0.25,statistical,FALSE,FALSE
Wholesale markets: OR = 1.147 for migrant robbers (p < 0.001),statistical,FALSE,FALSE
"hospitals)
11. Percent migrants
12. Percent low-rent houses",statistical,FALSE,FALSE
and computational processing considerations. The size of SA2s,other,FALSE,FALSE
but no detailed discussion of spatial autocorrelation issues.,other,FALSE,FALSE
they used street segments as their spatial unit of analysis),methods,FALSE,FALSE
No (the researchers used communities as the unit of analysis,methods,FALSE,FALSE
Distance: OR = 0.325 and 0.326 for Non-Dis-residing burglars,statistical,FALSE,FALSE
"p < .001
- Distance for juvenile group offenders: b = -0.44",statistical,FALSE,FALSE
"OR = 1.018 (native)
- Sports stadiums: OR = 0.816 (migrant)",statistical,FALSE,FALSE
"OR = 1.018 (native)
- Subway stations: OR = 1.038 (migrant)",statistical,FALSE,FALSE
The study uses census blocks as the spatial unit of analysis,other,FALSE,FALSE
without aggregating data from smaller units to larger ones),methods,FALSE,FALSE
with 1971 communities being the spatial units for analysis.,methods,FALSE,FALSE
Commercial databases (crime generators data from Daodaotong,crime_related,FALSE,FALSE
Pseudo R-squared: .32 for models with time-specific effects,statistical,FALSE,FALSE
"p < .001
- Distance for juvenile solo offenders: b = -0.47",statistical,FALSE,FALSE
or standardized coefficients for the independent variables),statistical,FALSE,FALSE
"Natives = 1.10
- Proximity to home by group: Minors = 2.22",statistical,FALSE,FALSE
""" indicating that these units pose computational challenges",other,FALSE,FALSE
but these are not explicitly discussed in relation to MAUP.,other,FALSE,FALSE
The authors discuss spatial autocorrelation and its control,other,FALSE,FALSE
referring readers to another study for further exploration.,other,FALSE,FALSE
The authors suggest using smaller spatial units of analysis,other,FALSE,FALSE
"""The study area in these analyses is the city of York (UK)",geographic,FALSE,FALSE
New Zealand Police National Intelligence Application (NIA),crime_related,FALSE,FALSE
New Zealand Statistics Census and Business Demography data,crime_related,FALSE,FALSE
"or mixed population
- Spatial spillover effects: Positive",statistical,FALSE,FALSE
Future research should consider using finer spatial scales,other,FALSE,FALSE
and computational processing when selecting spatial units.,other,FALSE,FALSE
- Northern Ireland Statistics and Research Agency (NISRA),crime_related,FALSE,FALSE
- LISA data (Landelijk Informatiesysteem Arbeidsplaatsen),crime_related,FALSE,FALSE
Police information system of the The Hague Police Service,crime_related,FALSE,FALSE
"Pseudo R²: 0.15
- Likelihood ratio test statistic: 8.714",statistical,FALSE,FALSE
"p < .001
- Difference in residential stability: b = .164",statistical,FALSE,FALSE
"p < .001
- Distance for adult group offenders: b = -0.37",statistical,FALSE,FALSE
available in supplementary materials Tables S3.1 and S4.1,statistical,FALSE,FALSE
making them suitable for studying crime location choices.,other,FALSE,FALSE
Limited availability of past addresses for some offenders,other,FALSE,FALSE
with 3860 burglaries committed in one of 2643 communities,other,FALSE,FALSE
which is another MAUP issue. To address these limitations,other,FALSE,FALSE
they suggest using more uniform areas in future research.,other,FALSE,FALSE
they used census blocks as the primary unit of analysis),methods,FALSE,FALSE
- Open Street Map data for underground station locations,crime_related,FALSE,FALSE
Akaike Information Criterion (AIC) value for Model 2: 28,statistical,FALSE,FALSE
"p < .001
- Distance for adult solo offenders: b = -0.40",statistical,FALSE,FALSE
"increase by 3.4% for every 10 units
- Trees: OR = 0.990",statistical,FALSE,FALSE
"decrease by 54.5%
- Regular street segments: OR = 0.556",statistical,FALSE,FALSE
The authors chose communities as their spatial unit size,other,FALSE,FALSE
which are expected to be well known to regular visitors.,other,FALSE,FALSE
but no specific computational limitations were detailed.,other,FALSE,FALSE
indicating strong explanatory power and good model fit.,statistical,FALSE,FALSE
"p < .001
- Difference in Black population: b = -0.0038",statistical,FALSE,FALSE
"decrease by 1%
- Street network centrality: OR = 1.161",statistical,FALSE,FALSE
or other traditional effect size measures are provided.,statistical,FALSE,FALSE
The study was limited by the lack of data on apartments,other,FALSE,FALSE
which would require more complex models to account for.,other,FALSE,FALSE
Alternative units discussed: six-digit postal code area,other,FALSE,FALSE
Not specified (the study covers the entire Netherlands,quantitative,FALSE,FALSE
Claritas (now part of marketing research firm Nielsen),crime_related,FALSE,FALSE
UK Department for Transport data (number of car parks),crime_related,FALSE,FALSE
National Commercial Robbery Registration System (LORS),crime_related,FALSE,FALSE
"Model 2 = 17446.9
- Pseudo R-squared: Model 1 = 0.228",statistical,FALSE,FALSE
Proximity to an offender's home: OR = 1.67 (The Hague),statistical,FALSE,FALSE
which are defined by their residential characteristics,other,FALSE,FALSE
and are familiar to individuals who live or visit them,other,FALSE,FALSE
which might require adjusting spatial units or scales.,other,FALSE,FALSE
such as different age groups or incarcerated offenders,other,FALSE,FALSE
- U.K. Department of Education data for school counts,crime_related,FALSE,FALSE
Police information system of The Hague Police Service,crime_related,FALSE,FALSE
Likelihood ratio test for Model 1: LR chi2(8) = 57.71,statistical,FALSE,FALSE
with the full model having a pseudo R-squared of .35.,statistical,FALSE,FALSE
Residence-to-crime distance for juveniles: b = -0.452,statistical,FALSE,FALSE
"p < .001
- Distance squared for juveniles: b = 0.026",statistical,FALSE,FALSE
upper bound] as reported in Appendix Tables A1 and A2,statistical,FALSE,FALSE
Odds ratio for train line presence: 2.08 (full model),statistical,FALSE,FALSE
High fieldwork costs limit sample size to less than 1,other,FALSE,FALSE
with run times reduced to 5-18% of the original time.,other,FALSE,FALSE
"Crime data: 2012-2016
- Mobile phone data: May 12-18",other,FALSE,FALSE
they note that even street segments may be too coarse,other,FALSE,FALSE
statistical districts (referred to as neighborhoods),geographic,FALSE,FALSE
Office of National Statistics (ONS) (United Kingdom),crime_related,FALSE,FALSE
Mobile phone mobility big data from China Unicom Inc,crime_related,FALSE,FALSE
- Census-like statistics from Statistics Netherlands,crime_related,FALSE,FALSE
nonsignificant negative effects outside these hours.,statistical,FALSE,FALSE
"OR = 1.051 (adult)
- Schools: OR = 1.162 (juvenile)",statistical,FALSE,FALSE
Alternative units discussed include streets segments,other,FALSE,FALSE
without aggregating smaller units into larger ones),methods,FALSE,FALSE
criminal incident reporting mainframe system (RAMS),crime_related,FALSE,FALSE
- Valuation Office Agency floor space data for 2004,crime_related,FALSE,FALSE
Online survey (Time-specific Activity Space survey),crime_related,FALSE,FALSE
"p < .001
- Percentage of occupied units: b = 0.011",statistical,FALSE,FALSE
"10.72 (Model 2)
- Significant facilities: churches",statistical,FALSE,FALSE
Residence-to-crime distance: Juveniles (OR = 0.636),statistical,FALSE,FALSE
The authors chose communities as their spatial unit,other,FALSE,FALSE
are internally homogeneous with a dominant function,other,FALSE,FALSE
which emphasizes spatial awareness and familiarity.,other,FALSE,FALSE
2 (Dutch police regions The Hague and North-Holland,other,FALSE,FALSE
and the online survey conducted by the researchers),other,FALSE,FALSE
indicating awareness of scale effects. Additionally,other,FALSE,FALSE
The authors suggest using smaller units of analysis,other,FALSE,FALSE
Total study area size: 142 * 2.96 km² = 420.32 km²,quantitative,FALSE,FALSE
and Statistical Local Areas directly for analysis),methods,FALSE,FALSE
Municipal Agency for Urban Development (The Hague),crime_related,FALSE,FALSE
New Zealand Census Unit 'Statistical Area 2' (SA2),crime_related,FALSE,FALSE
LISA (Landelijk Informatiesysteem Arbeidsplaatsen),crime_related,FALSE,FALSE
Census-like statistics from Statistics Netherlands,crime_related,FALSE,FALSE
"p < .01
- Street segment surface size: OR = 1.007",statistical,FALSE,FALSE
"p < .001
- Distance squared for adults: b = 0.027",statistical,FALSE,FALSE
upper bound] as listed in Table A1 in the Appendix,statistical,FALSE,FALSE
"1.138]
- Percent fence: Statistically significant",statistical,FALSE,FALSE
"increase by 23.5%
- Residential units: OR = 1.034",statistical,FALSE,FALSE
Number of people on the street: Odds ratio = 1.114,statistical,FALSE,FALSE
more homogeneous unit compared to previous studies,other,FALSE,FALSE
first selecting an area and then a specific object,other,FALSE,FALSE
these units are relatively large and heterogeneous,other,FALSE,FALSE
these are not framed as computational constraints.,other,FALSE,FALSE
Alternative units considered but not used: streets,other,FALSE,FALSE
The authors discuss the selection of spatial units,other,FALSE,FALSE
although effects diminished for greater distances.,other,FALSE,FALSE
Multinomial Logit Model and Universal Logit Model,methods,FALSE,FALSE
NZ Statistics Census and Business Demography data,crime_related,FALSE,FALSE
Statistics NZ Census and Business Demography data,crime_related,FALSE,FALSE
Australian Bureau of Statistics (ABS) 2006 Census,crime_related,FALSE,FALSE
Pseudo R-squared values ranging from 0.27 to 0.36,statistical,FALSE,FALSE
"0.23 for Model 3
- P-value: 0.000 for all models",statistical,FALSE,FALSE
but does not provide specific values in the text),statistical,FALSE,FALSE
but mentioned as significantly reduced likelihood,statistical,FALSE,FALSE
The study was limited to the city center of Ghent,other,FALSE,FALSE
Focus on breaking and entering crimes in Richmond,other,FALSE,FALSE
Alternative units discussed include census blocks,other,FALSE,FALSE
specifically using Statistical Area 2 (SA2) units,other,FALSE,FALSE
Florida between January 2000 and September 2012.,geographic,FALSE,FALSE
LISA dataset (commercial geo-referenced dataset),crime_related,FALSE,FALSE
"p < .001
- Concentrated disadvantage: b = 0.215",statistical,FALSE,FALSE
and inverse relationship with urbanization level,other,FALSE,FALSE
Data availability and administrative convenience,other,FALSE,FALSE
to make the estimation computationally feasible.,other,FALSE,FALSE
Consider using smaller spatial units of analysis,other,FALSE,FALSE
Pseudo R-squared values ranging from .30 to .35,statistical,FALSE,FALSE
"p < .001
- Concentrated disadvantage: b = .169",statistical,FALSE,FALSE
they are aligned with data collection practices,other,FALSE,FALSE
number of targets (households) within each area,other,FALSE,FALSE
The study is limited to data from a single city,other,FALSE,FALSE
such as 10 × 10 m grids or individual addresses,other,FALSE,FALSE
could improve the accuracy of spatial analysis.,other,FALSE,FALSE
UK Census Lower Level Super Output Area (LSOA),geographic,FALSE,FALSE
Not specified (the unit size is a single house,quantitative,FALSE,FALSE
Multinomial Logit with Spatial Hierarchy Model,methods,FALSE,FALSE
Systematic observations of 262 street segments,crime_related,FALSE,FALSE
divided by the total number of 4558 grid cells,statistical,FALSE,FALSE
"p < .01
- Regular street segments: OR = 0.556",statistical,FALSE,FALSE
Distance from offender's residence: e β = 0.70,statistical,FALSE,FALSE
Number of people on the street: 95% CI: [1.090,statistical,FALSE,FALSE
which are the smallest areas for census counts,other,FALSE,FALSE
providing a practical precedent. Theoretically,other,FALSE,FALSE
000 residents and an average size of 2.96 km^2,other,FALSE,FALSE
Data not specifically sampled for co-offending,other,FALSE,FALSE
""" their discussion aligns with these concepts.",other,FALSE,FALSE
McFadden pseudo R-squared: approximately 0.34,statistical,FALSE,FALSE
"Model 2 = -8705.44
- AIC: Model 1 = 17598.87",statistical,FALSE,FALSE
"p < .001
- Residential stability: b = -0.232",statistical,FALSE,FALSE
"p < .001
- Residential stability: b = -0.325",statistical,FALSE,FALSE
Odds ratios (OR) are reported as effect sizes,statistical,FALSE,FALSE
984 postal code areas) and decision-makers (1,other,FALSE,FALSE
timestamped data from The Hague Police Force,geographic,FALSE,FALSE
Output Areas (referred to as Neighbourhoods),geographic,FALSE,FALSE
2.18 km² (average surface area of each ward),quantitative,FALSE,FALSE
Police databases/crime records from Brisbane,crime_related,FALSE,FALSE
McFadden's Pseudo R-squared: Model 2 = 0.301,statistical,FALSE,FALSE
"increase by 10.1%
- Night shops: OR = 1.302",statistical,FALSE,FALSE
their smaller size compared to other studies,other,FALSE,FALSE
are inversely related to urbanization levels,other,FALSE,FALSE
and physical coherence of postal code areas.,other,FALSE,FALSE
they do not explicitly address scale effects,other,FALSE,FALSE
or spatial autocorrelation issues in detail.,other,FALSE,FALSE
"such as Wikström's definition of a ""setting.",other,FALSE,FALSE
"United States - ""We use data from the Tampa",geographic,FALSE,FALSE
Police databases (crimes detected in Dorset,crime_related,FALSE,FALSE
Statistics Netherlands digital publications,crime_related,FALSE,FALSE
Activities and Neighborhoods (SPAN) project,crime_related,FALSE,FALSE
Municipal Public Security Bureau of ZG city,crime_related,FALSE,FALSE
- Population registration data system (GBA),crime_related,FALSE,FALSE
Nationwide Citizen Information System (GBA),crime_related,FALSE,FALSE
Root Likelihood (RLH) statistic: LCL = 4.48,statistical,FALSE,FALSE
they are likely detailed in tables 3 and 4.,statistical,FALSE,FALSE
95% CI: Not explicitly provided in the text,statistical,FALSE,FALSE
"increase by 30.2%
- Nightclubs: OR = 1.084",statistical,FALSE,FALSE
"increase by 8.4%
- Restaurants: OR = 1.058",statistical,FALSE,FALSE
1 (Richmond City Records Management Center),other,FALSE,FALSE
U.K. census Lower Super Output Area (LSOA),geographic,FALSE,FALSE
approximately the size of a football field,quantitative,FALSE,FALSE
201 wards * 2.18 km² per ward = 438.18 km²,quantitative,FALSE,FALSE
Ordnance Survey MasterMap data (main roads,crime_related,FALSE,FALSE
- Community survey from the Study of Peers,crime_related,FALSE,FALSE
"p < .001
- Ethnic heterogeneity: b = .010",statistical,FALSE,FALSE
potentially limiting detail and precision.,other,FALSE,FALSE
necessitating the use of cross-validation.,other,FALSE,FALSE
resulting in a matrix over 10 million rows,other,FALSE,FALSE
and for consistency with previous studies.,other,FALSE,FALSE
Mobile phone data collected on December 28,other,FALSE,FALSE
Use fine-grained spatial units of analysis,other,FALSE,FALSE
such as facility opening and closing hours,other,FALSE,FALSE
000 offenders involved in these robberies,geographic,FALSE,FALSE
but no specific city names are mentioned),geographic,FALSE,FALSE
ZG City Public Security Bureau crime data,crime_related,FALSE,FALSE
Dutch Suspect Identification System (HKS),crime_related,FALSE,FALSE
and children are not provided in the text,statistical,FALSE,FALSE
OR = 0.377 for native robbers (p < 0.001),statistical,FALSE,FALSE
have minimal physical travel restrictions,other,FALSE,FALSE
"United States - ""Using data on nearly 13",geographic,FALSE,FALSE
000 census blocks in the city of Chicago,geographic,FALSE,FALSE
but no specific city names are provided),geographic,FALSE,FALSE
Total area = 142 * 2.96 km² = 420.32 km²,quantitative,FALSE,FALSE
but no specific total area is mentioned),quantitative,FALSE,FALSE
Official municipality data registrations,crime_related,FALSE,FALSE
UK Census data (Lower Super Output Areas,crime_related,FALSE,FALSE
McFadden's ρ 2 = 0.29 (restricted model),statistical,FALSE,FALSE
"p < .01
- Residential units: OR = 1.034",statistical,FALSE,FALSE
Proximity to Home: The Hague (OR = 1.67),statistical,FALSE,FALSE
Odds ratios are reported as effect sizes,statistical,FALSE,FALSE
making it a relevant scale for analysis.,other,FALSE,FALSE
SA2s are justified as they offer smaller,other,FALSE,FALSE
with potential multicollinearity issues.,other,FALSE,FALSE
indicating an awareness of scale effects,other,FALSE,FALSE
such as census blocks or street segments,other,FALSE,FALSE
1971 * 1.62 = 3195.02 square kilometers,quantitative,FALSE,FALSE
Street theft crime (including snatching,crime_related,FALSE,FALSE
Community survey conducted in The Hague,crime_related,FALSE,FALSE
Richmond City Records Management Center,crime_related,FALSE,FALSE
Regional Crime Analysis Program (ReCAP),crime_related,FALSE,FALSE
ZG City Public Security Bureau in China,crime_related,FALSE,FALSE
Percentage of Black residents: b = .003,statistical,FALSE,FALSE
Wholesale markets: OR = 1.147 (migrant),statistical,FALSE,FALSE
"increase by 5.8%
- Schools: OR = 1.235",statistical,FALSE,FALSE
Data availability and previous research,other,FALSE,FALSE
potentially missing outdoor activities.,other,FALSE,FALSE
No computational constraints mentioned.,other,FALSE,FALSE
which added complexity to the analysis.,other,FALSE,FALSE
2016 (excluding February 2015 and 2016),other,FALSE,FALSE
such as neighborhoods or municipalities,other,FALSE,FALSE
with no specific city names mentioned),geographic,FALSE,FALSE
Deep learning algorithms: Faster R-CNN,methods,FALSE,FALSE
National Bureau of Statistics of China,crime_related,FALSE,FALSE
RITU electronic map navigation company,crime_related,FALSE,FALSE
no specific coefficient value provided,statistical,FALSE,FALSE
"p < .001
- Distance squared: b = .027",statistical,FALSE,FALSE
"OR = 0.48
- Ease of escape: B = 0.477",statistical,FALSE,FALSE
"054
- Non-residential burglaries: 10",quantitative,FALSE,FALSE
"315
- Extra-familial sex offenses: 4",quantitative,FALSE,FALSE
NVivo (for qualitative data analysis),methods,FALSE,FALSE
R or Stata (for statistical analysis),methods,FALSE,FALSE
- Ordnance Survey of Northern Ireland,crime_related,FALSE,FALSE
Australian Bureau of Statistics (ABS),crime_related,FALSE,FALSE
Moran's I statistic = non-significant,statistical,FALSE,FALSE
but mentioned as included in Table 3.,statistical,FALSE,FALSE
"OR = 1.61
- Accessibility: B = 0.380",statistical,FALSE,FALSE
it aligns with the nature of burglary,other,FALSE,FALSE
are inversely related to urbanization,other,FALSE,FALSE
which might have its own limitations.,other,FALSE,FALSE
Limited to the greater The Hague area,other,FALSE,FALSE
2008-2009 (crime event data from 2009,other,FALSE,FALSE
such as different cities or countries,other,FALSE,FALSE
less than half a square mile (urban),quantitative,FALSE,FALSE
953 residents per census block group,quantitative,FALSE,FALSE
Drug offenses (illicit drug dealing),crime_related,FALSE,FALSE
- The Irish Times newspaper archives,crime_related,FALSE,FALSE
ZG City's Public Security Department,crime_related,FALSE,FALSE
Greater Chennai Corporation database,crime_related,FALSE,FALSE
indicating it provides the best fit.,statistical,FALSE,FALSE
"p < .01
- Intersections: OR = 0.473",statistical,FALSE,FALSE
"schools)
10. Crime generators (e.g.",statistical,FALSE,FALSE
with an average length of 103 meters,other,FALSE,FALSE
such as 10 × 10 m grids or addresses,other,FALSE,FALSE
Include a broader range of offenders,other,FALSE,FALSE
communities (juweihui or cunweihui),geographic,FALSE,FALSE
Sampson and colleagues' survey data,crime_related,FALSE,FALSE
ZG Municipal Public Security Bureau,crime_related,FALSE,FALSE
Census data (sixth census of China),crime_related,FALSE,FALSE
P = .95 for a comprehensive model).,statistical,FALSE,FALSE
Log-distance effect: 0.36 (Model 1),statistical,FALSE,FALSE
Odds ratio for any activity node: 5,statistical,FALSE,FALSE
provides a suitable population base,other,FALSE,FALSE
which may not represent all crimes.,other,FALSE,FALSE
possibly smaller than neighborhoods,other,FALSE,FALSE
2000 (land use and population data),other,FALSE,FALSE
January 2000 through September 2012,other,FALSE,FALSE
2. Australian Bureau of Statistics),other,FALSE,FALSE
and spatial autocorrelation issues.,other,FALSE,FALSE
No MAUP discussion present. However,other,FALSE,FALSE
such as six-digit postal code areas,other,FALSE,FALSE
NZ Census Statistical Area 2 (SA2),geographic,FALSE,FALSE
680 m² (approximately 140 × 140 m),quantitative,FALSE,FALSE
1.2 km² (median land area of SA2s),quantitative,FALSE,FALSE
2.11 (4950 residents / 2350 units),quantitative,FALSE,FALSE
theft (of an object) from a person,crime_related,FALSE,FALSE
Google Maps and Google Street View,crime_related,FALSE,FALSE
2010 Japanese national census data,crime_related,FALSE,FALSE
Population registration data (BRP),crime_related,FALSE,FALSE
- National database of demographic,crime_related,FALSE,FALSE
Log-likelihood: Model 1 = -8788.43,statistical,FALSE,FALSE
McFadden's ρ 2 = 0.27 (full model),statistical,FALSE,FALSE
"p < .01
- Night shops: OR = 1.302",statistical,FALSE,FALSE
"p < .01
- Restaurants: OR = 1.058",statistical,FALSE,FALSE
specific coefficients not provided,statistical,FALSE,FALSE
Log-distance effect: 95% CI: [0.34,statistical,FALSE,FALSE
regardless of residential function,other,FALSE,FALSE
with a median land area of 1.2km^2,other,FALSE,FALSE
"Florida).
- Relies on arrest data",other,FALSE,FALSE
Limited to arrested offenders only,other,FALSE,FALSE
to better capture location choices,other,FALSE,FALSE
No sensitivity analysis performed.,other,FALSE,FALSE
"which covers approximately 270km""",geographic,FALSE,FALSE
more than 1200 crime observations,quantitative,FALSE,FALSE
ArcGIS or QGIS (for GIS analysis),methods,FALSE,FALSE
residential breaking and entering,crime_related,FALSE,FALSE
Japanese national police register,crime_related,FALSE,FALSE
Citizen registration of The Hague,crime_related,FALSE,FALSE
Street view images from Baidu Map,crime_related,FALSE,FALSE
a mapping and navigation company),crime_related,FALSE,FALSE
"p < .01
- Nightclubs: OR = 1.084",statistical,FALSE,FALSE
Cybercafés: OR = 1.070 (juvenile),statistical,FALSE,FALSE
such as intersections and bridges,other,FALSE,FALSE
designed for statistical purposes,other,FALSE,FALSE
with an average size of 1.62 km^2,other,FALSE,FALSE
with an average area of 1.62 km 2,other,FALSE,FALSE
difficulty in defining boundaries,other,FALSE,FALSE
which is related to MAUP. However,other,FALSE,FALSE
not spatial unit sizes or scales),other,FALSE,FALSE
Lower Super Output Areas (LSOAs),geographic,FALSE,FALSE
less than 2 square miles (rural),quantitative,FALSE,FALSE
survival package (Therneau 2020),methods,FALSE,FALSE
BRP (Basis Registratie Personen),crime_related,FALSE,FALSE
P = .94 for a parsimonious model,statistical,FALSE,FALSE
McFadden's LRI: 0.26 for Model 1,statistical,FALSE,FALSE
"p < .001
- Distance: b = -0.417",statistical,FALSE,FALSE
no specific odds ratios provided,statistical,FALSE,FALSE
design conducive to local travel,other,FALSE,FALSE
4952 residents per neighborhood,quantitative,FALSE,FALSE
Interviews with 50 drug dealers,crime_related,FALSE,FALSE
UK police force (West Midlands),crime_related,FALSE,FALSE
Australian Bureau of Statistics,crime_related,FALSE,FALSE
Chicago Police Department (CPD),crime_related,FALSE,FALSE
and socioeconomic heterogeneity,statistical,FALSE,FALSE
such as Bernasco et al. (2013).,other,FALSE,FALSE
such as spatial interdependence,other,FALSE,FALSE
as suggested by McFadden (1978),other,FALSE,FALSE
No alternative units discussed.,other,FALSE,FALSE
revealed preference data for 1,geographic,FALSE,FALSE
Statistical Local Areas (SLAs),geographic,FALSE,FALSE
"353
- Commercial robberies: 1",quantitative,FALSE,FALSE
952 residents per neighborhood,quantitative,FALSE,FALSE
R software package (Team 2004),methods,FALSE,FALSE
Claritas marketing information,crime_related,FALSE,FALSE
number of registered vehicles),crime_related,FALSE,FALSE
Police databases/crime records,crime_related,FALSE,FALSE
Baidu Street View (BSV) images,crime_related,FALSE,FALSE
"p < .01
- Schools: OR = 1.235",statistical,FALSE,FALSE
exact odds ratio not specified,statistical,FALSE,FALSE
such as plant pots and benches,statistical,FALSE,FALSE
January 2000 to September 2012,other,FALSE,FALSE
such as block groups or blocks,other,FALSE,FALSE
"Netherlands - ""For this study",geographic,FALSE,FALSE
"United Kingdom - ""To this end",geographic,FALSE,FALSE
1971 * 1.62 km² = 3195.02 km²,quantitative,FALSE,FALSE
theft from a shop/shoplifting,crime_related,FALSE,FALSE
publicly available GIS layers,crime_related,FALSE,FALSE
Pseudo R-squared value > 0.20,statistical,FALSE,FALSE
"p < 0.01
- Trees: OR = 0.990",statistical,FALSE,FALSE
Distance: e β = 0.73 (adults),statistical,FALSE,FALSE
no specific OR value provided,statistical,FALSE,FALSE
avoiding ecological fallacies,other,FALSE,FALSE
using proxy measures instead.,other,FALSE,FALSE
The sheer size of the dataset,other,FALSE,FALSE
January 2007 to December 2012,other,FALSE,FALSE
"2019
- Crime data: 2017-2018",other,FALSE,FALSE
Four-digit postal code areas,geographic,FALSE,FALSE
four-digit postal code areas,geographic,FALSE,FALSE
"977
- Personal robberies: 4",quantitative,FALSE,FALSE
not a discrete choice model),methods,FALSE,FALSE
theft of a car/motor/bicycle,crime_related,FALSE,FALSE
car or other (motor) vehicle,crime_related,FALSE,FALSE
Police database of The Hague,crime_related,FALSE,FALSE
Police records of burglaries,crime_related,FALSE,FALSE
Police department of ZG city,crime_related,FALSE,FALSE
but specific CI not provided,statistical,FALSE,FALSE
further justify this choice.,other,FALSE,FALSE
Theory and previous research,other,FALSE,FALSE
Theory and data availability,other,FALSE,FALSE
2 (1. Brisbane crime records,other,FALSE,FALSE
Block groups and grid cells,geographic,FALSE,FALSE
103 meters (average length),quantitative,FALSE,FALSE
042.36km² (median 1.962km²),quantitative,FALSE,FALSE
1 km 2 (1 square kilometer),quantitative,FALSE,FALSE
extra-familial sex offenses,crime_related,FALSE,FALSE
extra-familial sex offences,crime_related,FALSE,FALSE
theft from the person (TFP),crime_related,FALSE,FALSE
socioeconomic heterogeneity,crime_related,FALSE,FALSE
Birmingham (United Kingdom),crime_related,FALSE,FALSE
McFadden's pseudo-R-squared,statistical,FALSE,FALSE
Surveillability: B = -0.735,statistical,FALSE,FALSE
which supports this choice.,other,FALSE,FALSE
765 LSOAs in Greater London,other,FALSE,FALSE
No MAUP discussion present.,other,FALSE,FALSE
different types of offenses,other,FALSE,FALSE
2.74 km-sq. (average size),quantitative,FALSE,FALSE
999 (for weekly variation),quantitative,FALSE,FALSE
1971 * 1.62 = 3195.02 km^2,quantitative,FALSE,FALSE
Residential burglaries: 17,quantitative,FALSE,FALSE
GIS (part of ReCAP system),methods,FALSE,FALSE
violent offences (assaults,crime_related,FALSE,FALSE
and theft from the person),crime_related,FALSE,FALSE
Thames Valley Police (TVP),crime_related,FALSE,FALSE
State Crime Records Bureau,crime_related,FALSE,FALSE
or likelihood ratio tests),statistical,FALSE,FALSE
Administrative convenience,other,FALSE,FALSE
Statistical Area 2 (SA2s),geographic,FALSE,FALSE
999 (for daily variation),quantitative,FALSE,FALSE
Spatial Competition Model,methods,FALSE,FALSE
Chicago Police Department,crime_related,FALSE,FALSE
Queensland Police Service,crime_related,FALSE,FALSE
Police department records,crime_related,FALSE,FALSE
Police information system,crime_related,FALSE,FALSE
Database with demographic,crime_related,FALSE,FALSE
Western Australian Police,crime_related,FALSE,FALSE
or chi-square statistics),statistical,FALSE,FALSE
"391
- BIC for Model 2: 1",statistical,FALSE,FALSE
Any activity node: OR = 5,statistical,FALSE,FALSE
2013 (Land Registry data),other,FALSE,FALSE
1996 to 1998 (crime data),other,FALSE,FALSE
"2016
- Census data: 2010",other,FALSE,FALSE
January 2012 to June 2016,other,FALSE,FALSE
Statistical Area 2 (SA2),geographic,FALSE,FALSE
669 residents per suburb,quantitative,FALSE,FALSE
Theft from vehicle (TFV),crime_related,FALSE,FALSE
non-residential burglary,crime_related,FALSE,FALSE
Real estate registration,crime_related,FALSE,FALSE
and Brisbane (Australia),crime_related,FALSE,FALSE
2011 Belgian Census data,crime_related,FALSE,FALSE
Google location services,crime_related,FALSE,FALSE
OR = 1.092 (young adult),statistical,FALSE,FALSE
OR = 1.051 (young adult),statistical,FALSE,FALSE
OR = 0.212 (young adult),statistical,FALSE,FALSE
educational institutions,statistical,FALSE,FALSE
personal care businesses,statistical,FALSE,FALSE
OR = 1.101 (young adult),statistical,FALSE,FALSE
reduces aggregation bias,other,FALSE,FALSE
04/01/2004 to 03/31/2014,other,FALSE,FALSE
April 2008 to March 2012,other,FALSE,FALSE
August 2010 to July 2017,other,FALSE,FALSE
Street view images: 2016,other,FALSE,FALSE
on the approximately 18,geographic,FALSE,FALSE
"Netherlands - ""In total",geographic,FALSE,FALSE
grid cells (200 × 200m),geographic,FALSE,FALSE
170 meters x 191 meters,quantitative,FALSE,FALSE
57.85 square kilometers,quantitative,FALSE,FALSE
58.85 square kilometers,quantitative,FALSE,FALSE
860 records involving 7,quantitative,FALSE,FALSE
Conditional Logit Model,methods,FALSE,FALSE
Multinomial logit model,methods,FALSE,FALSE
Conditional logit model,methods,FALSE,FALSE
property crimes (thefts,crime_related,FALSE,FALSE
selling of stolen goods,crime_related,FALSE,FALSE
theft of/from a bicycle,crime_related,FALSE,FALSE
Haaglanden police force,crime_related,FALSE,FALSE
Tampa Police Department,crime_related,FALSE,FALSE
and invite local travel,other,FALSE,FALSE
such as the house level,other,FALSE,FALSE
such as street segments,other,FALSE,FALSE
