S.No,,Article Title,Abstract,ISSN,eISSN,Publication Year,Volume,Issue,Start Page,End Page,DOI Link,Early Access Date,Date of Export
294,,Assessing the perceived benefits-criminal offending relationship,"Deterrence theory has been a centerpiece of theoretical and empirical research in criminology. Largely due to the early work of Beccaria however, much of this research has focused on estimating the effect of the certainty of punishment, or the costs of crime, on criminal offending. Although the benefits/rewards of crime are as important as the costs, conceptualization and operationalization of this portion of the decision-making process has only recently accumulated. In an effort to provide a counterpart to the summary statements available regarding the costs of crime, this paper undertakes a statistical summary of the empirical studies that have examined the benefits/offending relationship, with specific attention paid not only to the overall relationship, but also to several key moderators. Using 40 specific estimates from 13 studies since 1990, the analysis provides evidence of a positive and significant relationship between benefits and offending, but that the overall relationship varies in several ways. Directions for future research are outlined. (C) 2010 Elsevier Ltd. All rights reserved.",0047-2352,1873-6203,2010,38,5,981,987,http://dx.doi.org/10.1016/j.jcrimjus.2010.06.015,,22/02/2024
295,,Patterns of overkill in sexual homicides,"Purpose This paper aims to explore the presence of overkill in sexual homicide. More specifically, the study examines whether overkill is a valid indicator of an organized or disorganized sexual homicide. Moreover, the study tests the presence of various patterns of sexual homicide involving overkill. Design/methodology/approach The sample used in this study consists of 662 cases of extrafamilial SHs with (n = 145) and without (n = 517) evidence of overkill, respectively. A binomial regression was used to compare at the multivariate level the two groups of crimes, while a latent class analysis was used to determine whether overkill could be associated with different patterns of sexual homicide. Findings Findings from bivariate and logistic regression analyses show that the presence of overkill may be associated with both organized and disorganized sexual homicides. Moreover, latent class analysis suggests that there are three distinct patterns of overkill in sexual homicide: impulsive, sadistic and personal. Originality/value This study is the first to empirically analyze overkill in sexual homicides and to propose a classification using crime-commission process characteristics.",2009-3829,,2021,11,1,44,58,http://dx.doi.org/10.1108/JCP-10-2020-0045,Feb-21,22/02/2024
296,,Target Selection Patterns in Rape,"Both theoretical and empirical studies of decision making in target selection have shown that this process is highly dependent on the physical environment. However, research specifically investigating decision making in sex offenders' target selection is scarce. The aims of the current study were to (1) identify target selection patterns in a mixed sample of 78 Canadian and Portuguese adult rapists, (2) investigate how geographical decision making influences target selection patterns, and (3) test the influence of the type of environment on target selection patterns. The results indicate that Canadian and Portuguese rapists exhibit different target selection patterns but that their geographical decision making is congruent and consistent with the environment within which they operate. Copyright (C) 2010 John Wiley & Sons, Ltd.",1544-4759,,2010,7,2,137,152,http://dx.doi.org/10.1002/jip.117,,22/02/2024
297,,A Network of Neighborhoods: Predicting Crime Trips in a Large Canadian City,"Objectives: Criminal target choice has been described as a multistage process: An offender first selects a suitable area from a set of alternatives and then chooses a specific target. This article studies area selection and attempts to distinguish between crime generators/visit detractors (elements that could affect anyone) and crime attractors/offense detractors (elements that affect offenders specifically). Methods: Trips that resulted in violent or property crimes between 506 census tracts in a large city (n = 11,411) are analyzed. Multilevel negative binomial regression is used to assess the impact of measures relating to pairs of tracts and characteristics of destination tracts. Results: Various factors are significantly related to the number of crime-associated trips per pair of tracts: differences in reward (residential and visiting population size, presence of schools or bars), differences in effort (distance between tracts, major roads linking both tracts), and differences in risk (level of social disorganization). Conclusions: This article supports an opportunistic perspective on crime: Crime-associated trips are more likely when advantages are high and risks and efforts are low.",0022-4278,1552-731X,2017,54,6,824,846,http://dx.doi.org/10.1177/0022427817705935,,22/02/2024
298,,Consistency in crime site selection: An investigation of crime sites used by serial sex offenders across crime series,"Purpose: Knowing sites used by serial sex offenders to commit their crimes is highly beneficial for criminal investigations. However, environmental choices of serial sex offenders remain unclear to this date. Considering the challenges these offenders pose to law enforcement, the study aims to identify sites serial sex offenders use to encounter and release their victims and investigate their stability across crime series. Methods: The study uses latent class analysis (LCA) to identify victim encounter and release sites used by 72 serial sex offenders having committed 361 sex offenses. Additional LCA are performed to investigate the stability of these offense environments across offenders' crimes series. Results: Distinct profiles of crime sites that are recurrent across crime series are found, suggesting that serial sex offenders present a limited diversity of victim encounter and victim release sites. Encounter sites representative of longer crime series are also identified. Specifically, the use of sites known to attract potential victims decreases over series and offenders become more risk-taking in regard of sites used to encounter their victims. Conclusions: The study identifies patterns of site- selection for the victim encounter and release in cases of serial crimes. Implications for crime linkage and police investigations strategies are discussed. (C) 2013 Elsevier Ltd. All rights reserved.",0047-2352,1873-6203,2014,42,2,123,133,http://dx.doi.org/10.1016/j.jcrimjus.2013.09.005,,22/02/2024
299,,Situational Peer Dynamics and Crime Decisions,"Objectives To investigate how peer dynamics, specifically interpersonal conversations between a potential offender and a peer, contemporaneous with a crime opportunity, influence perceptions of sanction certainty and social costs. Methods Data are analyzed from randomized experiments and hypothetical vignettes embedded within a nationwide, online survey (n = 1,275). Vignettes were presented for three distinct crime opportunities, drunk driving, fighting, and insurance fraud. Results The findings suggest that respondents adjust two core decision-making perceptions-the perceived certainty of being legally sanctioned and perceived social costs such as stigma or embarrassment-in accord with the content of verbal communications from peers. There is evidence for this both between and within subjects. Conclusions The study underscores the importance of accounting for both physical and social features of the situational context for crime in models of offender decision making. Implications are drawn regarding the social milieu for offender decision making, and the broader criminological relevance of choice principles.",0022-4278,1552-731X,2022,59,5,535,573,http://dx.doi.org/10.1177/00224278211070498,Jan-22,22/02/2024
300,,Beyond legal sanctions: the correlates of self-imposed and socially imposed extralegal risk perceptions,"Research on the formation of sanction risk perceptions has concentrated virtually exclusively on the bases of legal sanction perceptions. This article examines the correlates of extralegal risk perceptions. Theoretical arguments relate previous offending experiences to current perceptions of self-imposed (guilt) and socially imposed (social disapproval) sanctions. The empirical implications of these arguments are tested. Findings indicate that individuals' perceptions of the risk of social disapproval are associated with their own offending experiences, and individuals' perceptions of the risk of guilt are associated with their friends', as well as their own offending experiences. The findings suggest that research on the formation and modification of sanction risk perceptions should not be limited to perceptions of legal sanctions.",0163-9625,1521-0456,2008,29,2,157,190,http://dx.doi.org/10.1080/01639620701498844,,22/02/2024
301,,The Sanctions-Perceptions Link in a Model of School-based Deterrence,"This paper reports a study examining associations between objective indicators of the level of discipline within schools and students' perceptions of the strictness of discipline. Data were analyzed from the National Education Longitudinal Survey (NELS), a nationally representative panel study of eighth grade students attending public and private schools in 1988. We find evidence for an association between objective and perceived risk of discipline in models that examine the covariation of these two constructs at several cross sections, and in models of change in perceptions as a function of change in school sanctioning climate. Moreover, these associations were strongest in small and less disordered schools.",0748-4518,1573-7799,2009,25,2,201,226,http://dx.doi.org/10.1007/s10940-008-9062-6,,22/02/2024
302,,Criminological research in contemporary China - Challenges and lessons learned from a large-scale criminal victimization survey,"This article discusses research experience gained from a large-scale survey of criminal victimization recently conducted in Tianjin, China. The authors review some of the more important challenges that arose in the research, their responses to these challenges, and lessons learned that might be beneficial to other scholars who are interested in conducting criminological research in China. Their experience underscores the importance of understanding the Chinese political, cultural, and academic context, and the utility of collaborating with experienced and knowledgeable colleagues on site. Although there are some special difficulties and barriers, their project demonstrates the feasibility of original criminological data collection in China.",0306-624X,,2007,51,1,110,121,http://dx.doi.org/10.1177/0306624X06294430,,22/02/2024
303,,Concentrated and Close to Home: The Spatial Clustering and Distance Decay of Lone Terrorist Vehicular Attacks,"Objectives This study examines the spatial characteristics of vehicular terror attacks in Israel from a micro place perspective at the street segment level. Utilizing data obtained from the Israel Security Agency, Israel National police, and open sources, the study analyzes the 71 vehicular attacks carried out in Israel between 2000 and 2017. In addition to examining the hot-spots at which attacks occurred, we also identify hot routes, estimated journey to attack routes. Methods We move beyond traditional approaches by calculating and comparing generalized Gini coefficients and their Lorenz curves for both the hot spots and hot routes. Results Tight spatial clustering in Jerusalem and the West Bank is found to be characteristic of this type of attack, which is limited by a range geographic constraints. Hot routes are identified as being highly concentrated at the street-segment level, although they are relatively less concentrated than hot-spots. Additionally, the presence of a strong distance decay function is confirmed. Conclusions The findings indicate that the laws of crime concentration are applicable to the case of lone terrorist vehicular attacks. The results demonstrate the utility of the methodological approach to examining specific types of terror attacks. Such approaches may be useful for informing environmental based prevention policies and strategies.",0748-4518,1573-7799,2020,36,3,607,645,http://dx.doi.org/10.1007/s10940-019-09414-z,,22/02/2024
304,,Defiance Theory and Life Course Explanations of Persistent Offending,"Criminologists have long grappled with the varying effect of sanctions. In an effort to clarify these divergent effects, Sherman (1993) delineated a general theory of sanction effects, termed defiance theory. Defiance theory anticipates that there are four necessary conditions for defiance to occur: (a) the sanction must be perceived as unfair; (b) the offender must be poorly bonded; (c) the sanction must be perceived as stigmatizing; and (d) the offender denies the shame produced by the sanction. This study provides one of the first empirical assessments of defiance theory. In addition, defiance theory is examined within the life-course perspective, and analyses address trajectories of offending. Using data from the 1945 Philadelphia Birth Cohort, the results yield promising support for the theory.",0011-1287,1552-387X,2010,56,2,227,252,http://dx.doi.org/10.1177/0011128707311642,,22/02/2024
305,,Managing Victim Confrontation: Auto Theft and Informal Sanction Threats,"Objectives. This paper explores how offenders manage the prospect of victim confrontation during auto theft. Methods. Data were drawn from in-depth, semi-structured interviews with 35 active offenders recruited from the streets of a large Midwestern US city using snowball sampling methods. Results. Two contextual domains figured prominently in the offenders' decision-making calculus: The area around the target and the target itself. The first galvanized the offenders' attention to, and management of, informal social control. The second enjoined offenders to balance speed and stealth in breaching the target. Conclusions. Victim confrontation is an informal sanction that is distinct from both retaliation and traditional extralegal sanctions. The rarity with which it occurs in auto theft is likely due to confrontation avoidance measures offenders adopt at the front end of the offense and during the enactment process itself. The conceptual implications of victim confrontation in crime are explored in relation to the following five areas: (1) sanction celerity and present orientation; (2) sanction certainty and ambiguity aversion; (3) sanction interdependence; (4) violence avoidance; and (5) directions for future research.",0741-8825,1745-9109,2016,33,1,21,44,http://dx.doi.org/10.1080/07418825.2014.891638,,22/02/2024
306,,The Impact of Measurement Error in Regression Models Using Police Recorded Crime Rates,"Objectives Assess the extent to which measurement error in police recorded crime rates impact the estimates of regression models exploring the causes and consequences of crime. Methods We focus on linear models where crime rates are included either as the response or as an explanatory variable, in their original scale or log-transformed. Two measurement error mechanisms are considered, systematic errors in the form of under-recorded crime, and random errors in the form of recording inconsistencies across areas. The extent to which such measurement error mechanisms impact model parameters is demonstrated algebraically using formal notation, and graphically using simulations. Results The impact of measurement error is highly variable across different settings. Depending on the crime type, the spatial resolution, but also where and how police recorded crime rates are introduced in the model, the measurement error induced biases could range from negligible to severe, affecting even estimates from explanatory variables free of measurement error. We also demonstrate how in models where crime rates are introduced as the response variable, the impact of measurement error could be eliminated using log-transformations. Conclusions The validity of a large share of the evidence base exploring the effects and consequences of crime is put into question. In interpreting findings from the literature relying on regression models and police recorded crime rates, we urge researchers to consider the biasing effects shown here. Future studies should also anticipate the impact in their findings and employ sensitivity analysis if the expected measurement error induced bias is non-negligible.",0748-4518,1573-7799,2023,39,4,975,1002,http://dx.doi.org/10.1007/s10940-022-09557-6,Aug-22,22/02/2024
307,,Are deterrent effects contingent on personal morality? The case of shoplifting,"The present article deals with the interplay of personal morality and perceived deterrence in governing shoplifting delinquency. Drawing on key assumptions of Situational Action Theory, we use a crime survey among adolescents from Austria to examine whether the deterrent effect of the perceived certainty of detection when committing shoplifting is contingent on the level of norm acceptance. Our results confirm the expected interactive relationship: Deterrent effects emerge particularly when the moral filter fails to exclude shoplifting from consideration. When social norms are sufficiently internalized, however, no impact of detection risk can be observed. This interplay is consistent with the person-environment-interdependencies emphasized by Situational Action Theory.",0026-9301,2366-1968,2013,96,4,293,313,http://dx.doi.org/10.1515/mks-2013-960402,,22/02/2024
308,,Is the Effect of Perceived Deterrence on Juvenile Offending Contingent on the Level of Self-Control? Results from Three Countries,"The aim of this paper is to study the interplay of perceived deterrence and level of self-control in explaining individual differences in self-reported offending. Different theories of crime come to different conclusions in this regard. Some postulate independent negative effects of perceived sanction risk on offending (Deterrence Theory), while others assume that low self-control undermines the deterrent effect of legal sanctions (Self-Control Theory) or, conversely, that sanction threats are only relevant for individuals characterized by a lack of self-control (Situational Action Theory). Here, the question of the exact nature of this interplay is addressed from an empirical point of view. Based on three independent surveys of adolescents conducted in three European countries (Austria, Belgium and Slovenia), we examine whether juveniles with low self-control are more, equally or less susceptible to the deterrent effect of legal sanctioning. Our findings consistently support Situational Action Theorys conceptualization of the linkage between self-control and deterrence. All three studies provide evidence that deterrent effects are greatest among adolescents of low self-control.",0007-0955,1464-3529,2014,54,1,128,150,http://dx.doi.org/10.1093/bjc/azt053,,22/02/2024
309,,Should We Stay or Should We Go? A Critical Review of Journey-to-Crime Research,"Our collective understanding of criminal mobility relies almost exclusively on journey-to-crime research, which focuses on the distances traveled by offenders from their homes to the location of their crimes. In this article, we ask whether the theoretical relevance and the methodological validity underlying the journey-to-crime measurement are sufficient for it to continue to be a leading influence in the field of environmental criminology. Based on a critical review of the foundations of journey-to-crime research, we argue that while the interest in the journey-to-crime measurement is understandable, there are better ways to assess criminal mobility. Some likely misleading implicit presuppositions and methodological biases are identified, and the manner in which they affect our comprehension of criminal mobility is discussed. We suggest that a better understanding of criminal mobility would come from complementing journey-to-crime with new and more refined measures. Implications for future studies are proposed.",0882-0783,1936-6469,2023,38,4,914,930,http://dx.doi.org/10.1007/s11896-023-09618-x,Sep-23,22/02/2024
310,,Burnin' Down the House: The 2007 Recession and the Effect on Arson,"In the economics and housing literature, the narrative of the arsonist for profit is popularized, where a would-be offender destroys personal property for financial gain. More of than not, arson is expected to increase during periods of economic decline. Over a 12-year period, data on this crime and other demographic variables were collected for 264 counties to study the impact of the 2007 recession on this firesetting. The analyses herein find no support for the profiting arsonist. Implications for future research in this area are discussed.",0163-9625,1521-0456,2018,39,5,541,553,http://dx.doi.org/10.1080/01639625.2016.1269554,,22/02/2024
311,,Differential updating and morality: Is the way offenders learn from police detection associated with their personal morals?,"The majority of differential deterrability research has investigated whether people differ in the extent to which a perceived threat of sanctions deters them from committing a crime. Less is known about the differential influence of criminal justice intervention on sanction threat perceptions. According to deterrence theory, however, for justice intervention to successfully deter crime, a process of perceptual updating is required. In the current study, we used panel data from German adolescents to supplement the research on differential updating. We applied fixed effects regressions to analyze whether people with weaker or stronger morals update their perceptions of detection risk differently following experiences of police detection. Our findings suggest that they do: risk perceptions increased more in adolescents with weak morals than in adolescents with strong morals when they experienced a higher certainty of detection (a higher detection rate). Combined with previous findings on differential deterrence (by personal morality), our results indicate that deterrence processes may-for individuals with weak morals-play a more critical role in the prevention of crime than previous nondifferential research has suggested.",1477-3708,1741-2609,2023,20,3,1061,1080,http://dx.doi.org/10.1177/14773708221128515,Oct-22,22/02/2024
312,,"INCENTIVES FOR COLLECTIVE DEVIANCE: GROUP SIZE AND CHANGES IN PERCEIVED RISK, COST, AND REWARD","Research has demonstrated that the presence of others shifts decision-making about risky/deviant behavior. One reason for this shift could be changes in the anticipated experience of formal sanctions, informal costs, and rewards. To investigate this possibility, this study conducted two randomized controlled trials with hypothetical vignettes, in which a range of how many other people were also involved in the criminal act defined the treatment conditions. Across two samples of university students (Ns = 396 and 263), the results revealed that as the size of the involved group increased, the anticipated experience of sanction risk and several informal social costs associated with engaging in the act decreased, and the anticipated experience of two rewards increased. Additional analyses suggest that, with one exception in each data set, these changes are not only tied to the solo/group distinction.",0011-1384,1745-9125,2016,54,3,459,486,http://dx.doi.org/10.1111/1745-9125.12111,,22/02/2024
313,,Consequences of legal risk communication for sanction perception updating and white-collar criminality,"Scholars have long emphasized that communicating, or advertising, information about legal sanction risk is necessary for the success of deterrence-based crime policies. However, scant research has evaluated whether direct communications about legal risk can cause sanction perception updating, the updating of ambiguity in sanction perceptions, or changes in persons' willingness to offend. No prior studies have evaluated sanction perception updating for white-collar crimes. To address this research void, the current study analyzes data from an experiment embedded in a recent national survey (N = 878). Multivariate regression models estimate the effect of providing participants with information about the objective arrest risk for white-collar offenses on their sanction perceptions. The findings provide the first evidence that such information, when it is inconsistent with individuals' prior beliefs, causes them to update: (1) their perceptions of the certainty of arrest; (2) their ambiguity about arrest risk; and, indirectly, (3) their willingness to commit white-collar crimes. The results imply that individuals are willing to incorporate relevant information into their subjective beliefs about sanction risks. Importantly, however, they also make meaningful distinctions about the value of new information for understanding criminal risks.",1573-3750,1572-8315,2016,12,1,75,104,http://dx.doi.org/10.1007/s11292-016-9254-2,,22/02/2024
314,,The Theorizing of Terrorism Within Criminology,"Objectives: While terrorism studies were once castigated as atheoretical and unempirical, criminology has been well suited to apply theories of crime to terrorism and to then test those theories with rigorous methods and robust data. The present study takes stock of how criminologists have theorized about terrorism and tested those theories over time in 13 of the discipline's leading journals. Methods: The study systematically examines theoretical framing, hypotheses, methodological approach, focus within criminology and criminal justice, and policy recommendations in terrorism-focused articles. Results: While terrorism has become more central within top journals, sparse attention has been paid to many criminological theories that could help us understand terrorism. Additional qualitative, theoretical, and mixed-methods research is needed. Further, few articles address the making of terrorism laws. We identify other systematic strengths and weaknesses across the literature and highlight domains for future research. Conclusions: Criminological research on terrorism has engaged theories within and beyond the discipline and employed a range of methodologies with diverse data sources to make contributions to both our broader field and to the larger body of scholarship on terrorism. Yet, many opportunities exist for criminologists to expand research on the making, breaking, and reaction to break laws regarding terrorism.",0022-4278,1552-731X,2023,,,,,http://dx.doi.org/10.1177/00224278231156754,Feb-23,22/02/2024
315,,Evidence on differential deterrability: a narrative review,"Empirical results on the deterrent impact of criminal sanctions are generally disenchanting. Population samples reveal negligible effects of expected sanctioning severity and only modest effects of perceived sanction certainty on measures of criminal activity. Consequently, the concept of differential deterrability - the idea that individuals differ in their responsiveness to sanction threats gains prominence in perceptual deterrence research. The present article provides an overview of the evidence base of differential deterrability. There is indication that individuals who hold weak moral beliefs, possess low self-control and have many delinquent friends are more susceptible to a crime-reducing impact of perceived sanction risk. The observation that those burdened with risk factors for crime are moderately responsive to the risk of legal punishment support a certain suitability of criminal law as instrument of secondary prevention.",0026-9301,2366-1968,2020,103,3,221,233,http://dx.doi.org/10.1515/mks-2020-2051,,22/02/2024
316,,In the shadow of 9/11: How the study of political extremism has reshaped criminology*,"White-collar crime and illegal political extremism share several characteristics with relevance to criminology. Neither is associated with lower socioeconomic status individuals, both involve perpetrators that rarely see themselves as criminal, and both face unique data challenges. Following Edwin Sutherland's influential research, the study of white-collar crime became a recognized specialization within criminology. Similarly, following the coordinated attacks of September 11, 2001, political extremism became increasingly accepted as a legitimate research topic in criminology. I explore several ways that the study of terrorism has influenced criminological research and how responses to terrorist attacks since 9/11 can help us understand policing. Terrorism research has vividly illustrated the socially constructed nature of crime, has encouraged researchers to see not only the deterrence potential of punishment but also its capacity to produce backlash, has accelerated cross-national criminology research, and has hastened the embrace of open sources as an important form of criminal justice data. Changes in policing following 9/11 and the resulting war on terror also provide critical insights into the extent to which policing depends on community trust and legitimacy. As with the embrace of white-collar crime nearly a century ago, mainstream criminology has been enriched by widening its scope to include political extremism.",0011-1384,1745-9125,2022,60,1,5,26,http://dx.doi.org/10.1111/1745-9125.12299,Dec-21,22/02/2024
317,,When Formal Sanctions Encourage Violent Offending: How Violent Peers and Violent Codes Undermine Deterrence,"Research focusing on deterrence has stressed the negative relationship between perceived formal sanctions and criminal behavior, ignoring the possibility that in some populations formal sanctions may serve to increase offending under some conditions. Utilizing a sample of 300 homeless street youths, the study explores if violent peers, violent values, and the culture of the street moderates the association between perceived legal sanctions and violent offending. The results suggest that violent peers, violent values, and the culture of the street condition the perceived certainty of punishment so that it leads to higher levels of violence. Further, the culture of the street conditions the relationship between perceived severity of punishment and violence. Theoretical and policy implications are discussed.",0741-8825,1745-9109,2013,30,5,926,955,http://dx.doi.org/10.1080/07418825.2011.633926,,22/02/2024
318,,THE INTERPLAY OF MORAL NORMS AND INSTRUMENTAL INCENTIVES IN CRIME CAUSATION*,"Rational choice theories (RCTs) of crime assume actors behave in an instrumental, outcome-oriented way. Accordingly, individuals should weight the costs and benefits of criminal acts with subjective probabilities that these outcomes will occur. Previous studies either do not directly test this central hypothesis or else yield inconsistent results. We show that a meaningful test can be conducted only if a broader view is adopted that takes into account the interplay of moral norms and instrumental incentives. Such a view can be derived from the Model of Frame Selection (Kroneberg, 2005) and the Situational Action Theory of Crime Causation (Wikstrom, 2004). Based on these theories, we analyze the willingness to engage in shoplifting and tax fraud in a sample of 2,130 adults from Dresden, Germany. In line with our theoretical expectations, we find that only respondents who do not feel bound by moral norms show the kind of instrumental rationality assumed in RCTs of crime. Where norms have been strongly internalized, and in the absence of neutralizations, instrumental incentives are irrelevant.",0011-1384,1745-9125,2010,48,1,259,294,http://dx.doi.org/10.1111/j.1745-9125.2010.00187.x,,22/02/2024
319,,"Sanctions, Perceptions, and Crime","The interplay of sanctions, perceptions, and crime has special significance in criminology and is central to a long tradition of perceptual deterrence research as well as to more recent scholarship on crime decision-making. This article seeks to review this body of research as it pertains to three basic questions. First, are people's perceptions of punishment accurate? The evidence indicates that people are generally but imperfectly aware of punishments allowed under the law but are nevertheless sensitive to changes in enforcement, especially of behaviors that are personally relevant. Second, does potential apprehension affect people's perceived risk and behavior when faced with a criminal opportunity? A highly varied body of literature supports the conclusion that perceptions are sensitive to situational cues and that behavior is sensitive to perceived risk, but these links can be weakened when individuals are in emotionally or socially charged situations. Third, do people revise their risk perceptions in response to crime and punishment experiences? Studies of perceptual change support the contention that people systematically update their perceptions based on their own and others' experiences with crime and punishment.",2572-4568,,2022,5,,205,227,http://dx.doi.org/10.1146/annurev-criminol-030920-112932,,22/02/2024
320,,A test of the predictive validity of hypothetical intentions to offend,"Researchers commonly use hypothetical intentions to offend as proxies for real-world offending behavior. The current study examined the predictive validity of these hypothetical intentions, as well as the consequences of using offending intentions in statistical models of decision-making. Undergraduate students were asked to self-report their intentions to cheat on a hypothetical online exam for which they were unprepared. Minutes later, they completed a difficult online trivia test for course credit. Students who performed well on the trivia test were presumed to have cheated. Hypothetical intentions to cheat were found to predict actual cheating at a rate no better than chance. Furthermore, while several factors were found to be predictive of hypothetical cheating, none were predictive of actual cheating. This incongruence between intentions and behavior may be attributed to the different emotional reactions evoked by hypothetical and real-world offending opportunities. Implications for research on offender decision-making are discussed.",0735-648X,2158-9119,2018,41,2,136,154,http://dx.doi.org/10.1080/0735648X.2016.1244486,,22/02/2024
321,,"Morality, Deterrability, and Offender Decision Making","Deterrence describes a process in which perceived risks and rewards influence offending decisions, whereas deterrability refers to the capacity or inclination to engage in this process. There are alternative forms of undeterrability. Incorrigible individuals offend regardless of how high the potential legal costs are and acute conformists refrain from crime regardless of how low the potential legal costs are. Using data from a nationwide survey of Americans (n = 955), the current study distinguishes two manifestations of morality hypothesized to underlie acute conformity. Results suggest that people's moral identity, which reflects their degree of commitment to ethical and prosocial ideals, informs their specific moral attitudes, or appraisals of the wrongfulness of particular behaviors. These constructs operate in tandem to produce acute conformity. Additionally, moral attitudes are found to vary by behavior resulting in within person heterogeneity in the acute conformity characterization. We discuss our findings as it relates to theoretical advancement of deterrability and policy that promotes conformity.",0741-8825,1745-9109,2022,39,1,1,25,http://dx.doi.org/10.1080/07418825.2019.1709884,Jan-20,22/02/2024
322,,"Sanctions, Perceptions, and Crime: Implications for Criminal Deterrence","A survey of empirical research concerning the determinants of an individual's perceptions of the risk of formal sanctions as a consequence of criminal behavior. The specific questions considered are: (1) How accurate is people's knowledge about criminal sanctions? (2) How do people acquire and modify their subjective probabilities of punishment risk? (3) How do individuals act on their risk perceptions in specific criminal contexts? Three broad classes of extant studies are reviewed. The first is the relationship between objective sanctions, sanction enforcement, and risk perceptions-research that includes calibration studies and correlational studies. The second is the relationship between punishment experiences (personal and vicarious) and change in risk perceptions, in particular, research that relies on formal models of Bayesian learning. The third is the responsiveness of would-be offenders to immediate environmental cues-a varied empirical tradition that encompasses vignette research, offender interviews, process tracing, and laboratory studies. First, research concerning the accuracy of risk perceptions suggests that the average citizen does a reasonable job of knowing what criminal penalties are statutorily allowed, but does a quite poor job of estimating the probability and magnitude of the penalties. On the other hand, studies which inquire about more common offenses (alcohol and marijuana use) from more crime-prone populations (young people, offenders) reveal that perceptions are consistently better calibrated to actual punishments. Second, research on perceptual updating indicates that personal experiences and, to a lesser degree, vicarious experiences with crime and punishment are salient determinants of changes in risk perceptions. Specifically, individuals who commit crime and successfully avoid arrest tend to lower their subjective probability of apprehension. Third, research on the situational context of crime decision making reveals that risk perceptions are highly malleable to proximal influences which include, but are not limited to, objective sanction risk. Situational risk perceptions appear to be particularly strongly influenced by substance use, peer presence, and arousal level. The perceptual deterrence tradition is theoretically rich, and has been renewed in the last decade by creative empirical tests from a variety of social scientific disciplines. Many knowledge gaps and limitations remain, and ensuing research should assign high priority to such considerations as sampling strategies and the measurement of risk perceptions.",0748-4518,1573-7799,2013,29,1,67,101,http://dx.doi.org/10.1007/s10940-012-9170-1,,22/02/2024
323,,"Fairness, Social Support, and School Violence: Racial Differences in the Likelihood of Fighting at School","When students feel their teachers or school rules are unfair, support from adults at school mitigates the deleterious impact of perceived injustice on school violence. We test whether there is racial variation in this strain-coping mechanism-antisocial behavior relationship. We document a relationship between perceived school fairness and adult support on fighting among racial minorities but not White students. Among White students, stronger perceptions of school fairness are associated with reduced probabilities of fighting regardless of social support. Among racial minorities, social support buffers the harmful impact of perceived injustice on fighting. Findings show that fair treatment is especially important in the context of low support and support is especially important in the context of unjust treatment for racial minorities.",0011-1287,1552-387X,2020,66,12,1655,1677,http://dx.doi.org/10.1177/0011128719890269,,22/02/2024
324,,"Spatial patterns of sexual offences in Austin, Texas : Spatial concentrations and similarities across victim and offence type","The crime and place literature has consistently emphasized the importance of understanding spatial patterns of crime using increasingly smaller spatial units of analysis. Despite a growing number of studies using this perspective, very few have investigated sexual offences specifically. The current study uses police event data to investigate the spatial distribution of sexual offences from January 1, 2016, to December 31, 2018, in the city of Austin, Texas (N=1381). After disaggregating offences, first by victim age (child versus adult) and then by type of sexual act (penetration, sexual contact, and sexual non-contact), three measures of spatial clustering, kernel density analyses, and a spatial point pattern test were used. Findings indicate that sexual offences perpetrated against children and adults were spatially concentrated but the degree to which they clustered depended on the type of sexual act committed. Spatial point pattern findings suggest that the street segments (and intersections) affected by sexual crime differed according to the nature of the sexual act committed. Implications for situational crime prevention and policing are discussed.",0316-0041,,2020,53,2,143,169,http://dx.doi.org/10.7202/1074191ar,,22/02/2024
325,,Hot spots of mental health crises: A look at the concentration of mental health calls and future directions for policing,"Purpose A strong body of research has established the concentration of crime in a small number of street segments or hot spots throughout urban cities, but the spatial distribution of mental health-related calls for services is less well known. The extent to which these calls are concentrated on a small number of street segments, similar to traditional crime calls for service is understudied. The purpose of this paper is to examine the concentration of mental health calls and the spatial distribution of street segments with mental health calls to provide directions for law enforcement and place-based policing. Design/methodology/approach Using call for service data from a large city on the East coast, the current study examines whether mental health calls for service are concentrated on street segments, and tests spatial dispersion to whether these mental health hot spots are spread throughout the city or clustered in space. Finally, the authors explore the relationship between mental health calls and violent and drug calls by calculating the correlation and using a spatial point pattern test to determine if mental health calls are spatially similar to violent and drug calls. Findings The authors found that mental health calls are concentrated on street segments; specifically 22.4 percent of calls are located on 0.5 percent of city street segments. Additionally, these street segments are fairly dispersed throughout the city. When comparing the spatial similarity of mental health calls to violent and drug calls, they are highly correlated suggesting a relationship between the calls types, but the location of mental health calls appears to be different from violet and drug calls. Originality/value Very few studies have examined the location of mental health calls and whether they are concentrated in small areas similar to crime, but such research can provide police officers new approaches to working with people with mental health problems. The police are the primary emergency response for calls involving someone with a mental illness or experiencing a mental health crisis and the authors provide suggestions for policing that draw from strategies used in hot spot policing and mental health responses, like CIT, to address challenges of modern policing and working with people with mental health problems.",1363-951X,1758-695X,2018,41,3,401,414,http://dx.doi.org/10.1108/PIJPSM-12-2017-0155,,22/02/2024
