Title,Variable,Source_Column,Study_Index
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Bars/nightlife | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Schools | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,"Culture, health-care, and sports/leisure facilities | Number",ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Guardianship | Index,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Euclidean Distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Previous Crime Location | Binary,TEMPORAL & CONTROL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Distance | Distance,TEMPORAL & CONTROL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Population Density | Distance,TEMPORAL & CONTROL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Single-Person Households | Percentage,TEMPORAL & CONTROL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Non-Western Background | Percentage,TEMPORAL & CONTROL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Retail Stores | Number,TEMPORAL & CONTROL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Hotels Restaurants Bars | Number,TEMPORAL & CONTROL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Schools | Number,TEMPORAL & CONTROL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,"Culture, Health-Care, and Sports/Leisure Facilities | Number",TEMPORAL & CONTROL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,People Working | Number,TEMPORAL & CONTROL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,"88), former familial residential areas (OR = 1.37). | Number",MAJOR FINDINGS & RESULTS,23
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Age | Number,DEMOGRAPHIC & SOCIAL VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Indigenous Status | Binary,DEMOGRAPHIC & SOCIAL VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Sex | Binary,DEMOGRAPHIC & SOCIAL VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Population Size | Number,DEMOGRAPHIC & SOCIAL VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Population Density | Distance,DEMOGRAPHIC & SOCIAL VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Ethnic Heterogeneity | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Residential Mobility Rates | Rate,DEMOGRAPHIC & SOCIAL VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Total Residential Units | Distance,DEMOGRAPHIC & SOCIAL VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Victim Suburb Weekly Income | Number,ECONOMIC VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Socio-Economic Index for Areas (SEIFA) | Index,ECONOMIC VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Median Weekly Income Bracket | Number,ECONOMIC VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Physical Barriers - Swan River | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Physical Barriers - Major Roads | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Connectors - Train Network | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Land Use - Suburb Size | Distance,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,Land Use - Population Density | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,W ij | Binary,DISTANCE & ACCESSIBILITY VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,F ij | Binary,DISTANCE & ACCESSIBILITY VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,T ij | Binary,DISTANCE & ACCESSIBILITY VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,D ij | Distance,DISTANCE & ACCESSIBILITY VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,A i/J i | Binary,DISTANCE & ACCESSIBILITY VARIABLES,24
Formal Evaluation of the Impact of Barriers and Connectors on Residential Burglars' Macro-Level Offending Location Choices,08 (full model) and 2.34 (restricted sample). | Number,MAJOR FINDINGS & RESULTS,24
Go where the money is: modeling street robbers' location choices,Total number of residents in the census block | Number,DEMOGRAPHIC & SOCIAL VARIABLES,25
Go where the money is: modeling street robbers' location choices,Racial and ethnic composition of the population | Binary,DEMOGRAPHIC & SOCIAL VARIABLES,25
Go where the money is: modeling street robbers' location choices,Age of offenders | Number,DEMOGRAPHIC & SOCIAL VARIABLES,25
Go where the money is: modeling street robbers' location choices,Gender of offenders | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,25
Go where the money is: modeling street robbers' location choices,Racial and ethnic background of offenders | Binary,DEMOGRAPHIC & SOCIAL VARIABLES,25
Go where the money is: modeling street robbers' location choices,Presence of legal cash economies | Number,ECONOMIC VARIABLES,25
Go where the money is: modeling street robbers' location choices,Presence of illegal cash economies | Number,ECONOMIC VARIABLES,25
Go where the money is: modeling street robbers' location choices,Accessibility of a block | Binary,ECONOMIC VARIABLES,25
Go where the money is: modeling street robbers' location choices,Racial and ethnic segregation | Binary,ECONOMIC VARIABLES,25
Go where the money is: modeling street robbers' location choices,Presence of legal cash economies | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,25
Go where the money is: modeling street robbers' location choices,Presence of illegal cash economies | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,25
Go where the money is: modeling street robbers' location choices,Presence of high schools | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,25
Go where the money is: modeling street robbers' location choices,Presence of El stations | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,25
Go where the money is: modeling street robbers' location choices,Land use and activities | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,25
Go where the money is: modeling street robbers' location choices,Euclidean Distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,25
Go where the money is: modeling street robbers' location choices,Accessibility Along Main Streets | Binary,DISTANCE & ACCESSIBILITY VARIABLES,25
Go where the money is: modeling street robbers' location choices,Proximity to El Stations | Binary,DISTANCE & ACCESSIBILITY VARIABLES,25
Go where the money is: modeling street robbers' location choices,Social Barriers | Number,DISTANCE & ACCESSIBILITY VARIABLES,25
Go where the money is: modeling street robbers' location choices,Accessibility | Distance,TEMPORAL & CONTROL VARIABLES,25
Go where the money is: modeling street robbers' location choices,Spatial Lags | Number,TEMPORAL & CONTROL VARIABLES,25
Go where the money is: modeling street robbers' location choices,Racial/Ethnic Composition | Number,TEMPORAL & CONTROL VARIABLES,25
Graffiti Writers Choose Locations That Optimize Exposure,Presence of Schools | Number,DEMOGRAPHIC & SOCIAL VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Residential Units | Number,DEMOGRAPHIC & SOCIAL VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Residential Units | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Bars | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Night Shops | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Nightclubs | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Restaurants | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Schools | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Trees | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Broken Windows | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Street Segment Type | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Street Segments | Number,DISTANCE & ACCESSIBILITY VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Bridges | Distance,DISTANCE & ACCESSIBILITY VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Intersections | Distance,DISTANCE & ACCESSIBILITY VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Trams and Buses | Number,DISTANCE & ACCESSIBILITY VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Betweenness | Distance,DISTANCE & ACCESSIBILITY VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Type of Street Segment | Binary,TEMPORAL & CONTROL VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Presence of Bars | Binary,TEMPORAL & CONTROL VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Presence of Night Shops | Binary,TEMPORAL & CONTROL VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Presence of Nightclubs | Binary,TEMPORAL & CONTROL VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Presence of Restaurants | Binary,TEMPORAL & CONTROL VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Presence of Schools | Binary,TEMPORAL & CONTROL VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,Presence of Trees | Binary,TEMPORAL & CONTROL VARIABLES,26
Graffiti Writers Choose Locations That Optimize Exposure,993 for Model 2 | Number,MODEL FIT & PERFORMANCE METRICS,26
Graffiti Writers Choose Locations That Optimize Exposure,"065 for bars, 1.302 for night shops, 1.084 for nightclubs, 1.058 for restaurants, 1.235 for schools, and 1.034 for residential units. | Number",MAJOR FINDINGS & RESULTS,26
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Residential Mobility | Number,DEMOGRAPHIC & SOCIAL VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Age of Burglar | Number,DEMOGRAPHIC & SOCIAL VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Ethnic Origin of Burglar | Number,DEMOGRAPHIC & SOCIAL VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Average Residential Real Estate Value | Percentage,ECONOMIC VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Percentage of single-family dwellings | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Number of residential units | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Proximity to Offender's Home | Distance,DISTANCE & ACCESSIBILITY VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Proximity to City Centre | Distance,DISTANCE & ACCESSIBILITY VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Distance Between Neighbourhoods | Distance,DISTANCE & ACCESSIBILITY VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Proximity to City Centre | Distance,TEMPORAL & CONTROL VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Proximity to Burglar's Home | Distance,TEMPORAL & CONTROL VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Ethnic Heterogeneity | Index,TEMPORAL & CONTROL VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Residential Mobility | Rate,TEMPORAL & CONTROL VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Real Estate Value | Percentage,TEMPORAL & CONTROL VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Number of Residential Units | Number,TEMPORAL & CONTROL VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Age of Burglar | Number,TEMPORAL & CONTROL VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,Ethnic Origin of Burglar | Binary,TEMPORAL & CONTROL VARIABLES,27
HOW DO RESIDENTIAL BURGLARS SELECT TARGET AREAS? A New Approach to the Analysis of Criminal Location Choice,"13. A 10-unit increase in ethnic heterogeneity increases the odds by a factor of 1.15. A 1-kilometer decrease in distance from the offender's home increases the odds by a factor of 1.67. A 1,000-unit increase in residential units increases the odds by a factor of 1.35. | Distance",MAJOR FINDINGS & RESULTS,27
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Percent migrants | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Number of people on the street | Number,DEMOGRAPHIC & SOCIAL VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Percent migrants | Percentage,ECONOMIC VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Percent lowly-rent houses | Percentage,ECONOMIC VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Fences | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Walls | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Windows | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Grass | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Sidewalks | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Plants | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Number of people on the street | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Commercial interfaces | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Shops facing the street | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Buildings along the street | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Streetlights | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Surveillance cameras | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Trees | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Lawns | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,ATMs | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Banks | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Subway stations | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Bus stops | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Schools | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Hospitals | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Offender Residence-Crime Proximity | Distance,DISTANCE & ACCESSIBILITY VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Residence-crime proximity | Distance,TEMPORAL & CONTROL VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Crime attractors | Number,TEMPORAL & CONTROL VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Crime generators | Rate,TEMPORAL & CONTROL VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Crime detractors | Number,TEMPORAL & CONTROL VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Percent migrants | Percentage,TEMPORAL & CONTROL VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,Percent lowly-rent houses | Percentage,TEMPORAL & CONTROL VARIABLES,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,"87, Model 2 = 17446.9 | Number",MODEL FIT & PERFORMANCE METRICS,28
Investigating the effect of people on the street and streetscape physical environment on the location choice of street theft crime offenders using street view images and a discrete spatial choice model,114. | Number,MAJOR FINDINGS & RESULTS,28
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Population Turnover | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Ethnic Diversity | Index,DEMOGRAPHIC & SOCIAL VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Total Number of Households | Number,DEMOGRAPHIC & SOCIAL VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Average House Price | Number,ECONOMIC VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Total Number of Households | Number,ECONOMIC VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Population Turnover | Number,ECONOMIC VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Accessible residential properties | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,"Connectors (e.g., transit lines) | Number",ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,"Barriers (e.g., wide rivers) | Number",ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Street permeability | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Higher altitude | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Train stations | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Total number of households | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Average house price | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Ethnic diversity | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Population turnover | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Distance to city center | Distance,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Distance to Offender's Residence | Distance,DISTANCE & ACCESSIBILITY VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Distance to City Center | Distance,DISTANCE & ACCESSIBILITY VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Presence of Train Stations | Binary,DISTANCE & ACCESSIBILITY VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Presence of Bus Stations | Binary,DISTANCE & ACCESSIBILITY VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Temporal Categories | Number,TEMPORAL & CONTROL VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Distance to Residence | Distance,TEMPORAL & CONTROL VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Distance to City Center | Distance,TEMPORAL & CONTROL VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Total Number of Households | Number,TEMPORAL & CONTROL VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Average House Price | Number,TEMPORAL & CONTROL VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Ethnic Diversity | Index,TEMPORAL & CONTROL VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,Population Turnover | Rate,TEMPORAL & CONTROL VARIABLES,29
LEARNING WHERE TO OFFEND EFFECTS OF PAST ON FUTURE BURGLARY LOCATIONS,"6 for same LSOA within 2 days, 3.6 for same MSOA within 2 days; distance from residence decreases odds by 42% per kilometer. | Percentage",MAJOR FINDINGS & RESULTS,29
Location Choice of Snatching Offenders in Chennai City,Population size | Number,DEMOGRAPHIC & SOCIAL VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Average population per ward | Number,DEMOGRAPHIC & SOCIAL VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Age structure of offenders | Number,DEMOGRAPHIC & SOCIAL VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Gender ratio of offenders | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,30
Location Choice of Snatching Offenders in Chennai City,Retail businesses | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,30
